Domains,Industry,Class,Employees,Discover - Events,Discover - Overall Score,Discover - Event Count
ig.com,Finance,1,42,"Type: *** Discover Insider ***Event: C Level of Ig told us they were looking into ' Data protection against Cyberthreats.Date: 03/11/2023Type: LaunchesEvent: IG Group launches flights to six new destinations: Almaty, Tashkent.URL: https://livefromalounge.com/indigo-results-fy24-q2/Date: 30/10/2023Type: LaunchesEvent: IG Group launches two international flight services.URL: https://www.eastcoastdaily.in/2023/10/30/indigo-launches-two-international-flight-services-details.htmlDate: 23/10/2023Type: LaunchesEvent: IG Group launches MPL platform backed by rubicon.URL: https://www.insidepandc.com/article/2cd2de07e5r9xmb0i3i0w/commercial-lines/indigo-launches-new-mpl-platform-backed-by-rubicon-oak-hc-ftDate: 01/08/2023Type: LaunchesEvent: IG Group launched mobile app Bad trader: on Aug 1st '23.URL: https://financefeeds.com/ig-us-launches-mobile-app-bad-trader-like-if-r-wallstreetbets-went-live-on-twitch/Date: 26/06/2023Type: Partners WithEvent: Lab Group partners with IG Group.URL: https://labgroup.com.au/lab-group-delivers-international-expansion-through-partnership-with-ig-japan/",Good,5
prudential.co.uk,,1,,Type: *** Discover Insider ***Event: Manager of Prudential told us they were looking into ' Organizational change.,Good,0
hiscox.com,Insurance,1,3000,,Excellent,0
kyowakirin.com,Manufacturing,1,5982,"Type: *** Discover Insider ***Event: IT Architect And Infrastructure Manager of Kyowakirin told us they were looking into 'Zero-day protection within the next 6-12 Months.Date: 04/10/2023Type: Sells Assets ToEvent: Orchard Therapeutics plc sells assets to Kyowa Kirin Co., Ltd.URL: https://www.biopharmadive.com/news/orchard-kyowa-kirin-acquire-gene-therapy-libmeldy/695704/Date: 04/10/2023Type: Sells Assets ToEvent: Deep Track Capital sold assets to Kyowa Kirin Co., Ltd on Oct 5th '23.URL: https://www.marketscreener.com/quote/stock/ORCHARD-THERAPEUTICS-PLC-46901491/news/Kyowa-Kirin-Co-Ltd-TSE-4151-entered-into-a-Transaction-Agreement-to-acquire-Orchard-Therapeutic-44997706/Date: 01/10/2023Type: AcquiresEvent: Kyowa Kirin Co., Ltd acquired Orchard Therapeutics plc for $478M on Oct 5th '23.URL: https://www.statnews.com/2023/10/05/kyowa-kirin-orchard/?utm_campaign=rssDate: 13/09/2023Type: HiresEvent: Kyowa Kirin Co., Ltd hires Jeremy Morgan as President.URL: https://www.biospectrumasia.com/news/50/21403/kyowa-kirin-announce-changes-in-leadership-positions-.htmlDate: 13/09/2023Type: HiresEvent: Kyowa Kirin Co., Ltd hires Abdul Mullick as Vice Chief International Business Officer.URL: https://www.biospectrumasia.com/news/50/21403/kyowa-kirin-announce-changes-in-leadership-positions-.html",Excellent,5
selfridges.co.uk,,1,,Type: *** Discover Insider ***Event: Head Of Information Security of Selfridges told us they were looking into 'Data management and protection within the next 9 - 12 months.,Good,0
alliance-healthcare.co.uk,Retail,1,4750,Type: *** Discover Insider ***Event: Manager Information Technology And Infrastructure of Alliance Healthcare told us they were looking into 'Insufficient resources within the next 12 Months.,Excellent,0
emrgroup.com,"Energy, Utilities & Waste",1,3000,"Type: *** Discover Insider ***Event: Chief Financial Officer of Emrgroup, is interested in 5-Min Demo: Saas Data Protection in United States.",Excellent,0
mdlz.com,Manufacturing,1,74,Type: *** Discover Insider ***Event: Information Security Manager France Benelux And Iberia of Mdlz told us they were looking into 'Data management and protection within the next 3 - 6 months.,Good,0
indicia.konicaminolta.com,Business Services,1,56,Type: *** Discover Insider ***Event: Global Head Of IT of Indicia told us they were looking into 'SaaS CRM data within the next 6-12 months.,Good,0
bcamarketplace.com,Consumer Services,1,22,Type: *** Discover Insider ***Event: Director of Bcamarketplace told us they were looking into ' Hardware refresh.,Good,0
allianz.co.uk,Insurance,1,4200,Type: *** Discover Insider ***Event: Manager of Allianz told us they were looking into ' Organizational change.,Excellent,0
theaccessgroup.com,Business Services,1,1000,Type: *** Discover Insider ***Event: Director of Theaccessgroup told us they were looking into ' Compliance or regulatory.,Excellent,0
sjp.co.uk,Finance,1,2770,Type: *** Discover Insider ***Event: Division Of IT Service Management Head of Sjp told us they were looking into 'moving to cloud within the next 9 - 12 months.,Excellent,0
dixonscarphone.com,Retail,1,36350,Type: *** Discover Insider ***Event: Head Of Technology Risk of Dixonscarphone told us they were looking into 'Client Solutions within the next 6-12 Months.,Good,0
dbschenker.com,Transportation,1,76600,Type: *** Discover Insider ***Event: Director of Dbschenker told us they were looking into ' Hardware refresh.,Good,0
nsl.co.uk,Government,1,4000,Type: *** Discover Insider ***Event: IT Service Delivery Manager of Nsl told us they were looking into 'Data management and protection within the next 6 - 9 months.,Good,0
global-aero.com,Insurance,1,186,"Type: *** Discover Insider ***Event: Group Chief Information Officer of Global Aero told us they were looking into 'moving to cloud within the next 9 - 12 months.Date: 01/06/2023Type: HiresEvent: Global Aerospace, Inc. hires Sarah Porges as v-p and aerospace client executive.URL: https://www.ainonline.com/aviation-news/business-aviation/2023-06-01/people-aviationDate: 10/02/2023Type: Partners WithEvent: Global Aerospace, Inc. partners with Virgin Atlantic.URL: https://www.global-aero.com/future-flight-the-rise-of-advanced-air-mobility/Date: 07/02/2023Type: Partners WithEvent: Global Aerospace, Inc. partnered with 4AIR Gold on Feb 7th '23.URL: https://www.einnews.com/pr_news/614627065/global-aerospace-partners-with-4air-to-provide-sustainability-services-to-its-general-aviation-clients",Good,3
colchester.ac.uk,Education,1,412,Type: *** Discover Insider ***Event: Manager of Colchester told us they were looking into ' Backup for O365.,Good,0
srft.nhs.uk,,1,,Type: *** Discover Insider ***Event: Manager Information Technology Operations of Srft told us they were looking into 'Compliance or regulatory within the next 9 - 12 months.,Good,0
bovishomes.co.uk,Construction,1,340,Type: *** Discover Insider ***Event: Chief Information Officer of Bovishomes told us they were looking into 'Data protection against Cyberthreats within the next 3 - 6 months.Date: 22/10/2023Type: LaunchesEvent: Bovis Homes launches St Congar's Place.URL: https://www.bovishomes.co.uk/about-us/news/st-congars-place-has-opened-new-show-home-in-congresburyDate: 17/10/2023Type: LaunchesEvent: Bovis Homes launched The Cornish Quarter in Wadebridge on Oct 28th '23.URL: https://www.bovishomes.co.uk/about-us/news/the-cornish-quarter-is-opening-in-wadebridgeDate: 27/09/2023Type: LaunchesEvent: Bovis Homes launches Seymour Place.URL: https://www.bovishomes.co.uk/about-us/news/stunning-show-home-at-seymour-place-launches-this-weekendDate: 07/08/2023Type: Partners WithEvent: Bovis Homes partners with The Pelham Group.URL: https://www.bovishomes.co.uk/about-us/news/bovis-homes-hosts-construction-visits-for-young-people-in-bexhillDate: 25/07/2023Type: LaunchesEvent: Bovis Homes launches Home Stepper.URL: https://www.bovishomes.co.uk/about-us/news/bovis-homes-teams-up-with-sage-homes-to-launch-new-shared-ownership-scheme-in-staffordshire,Good,5
team.telstra.com,Telecommunications,1,31634,Type: *** Discover Insider ***Event: Head Of Finance of Team told us they were looking into 'Data silos.,Good,0
michaelkors.com,Manufacturing,1,15257,Type: *** Discover Insider ***Event: Senior Director Retail IT EMEA Corporate MIS of Michaelkors told us they were looking into 'Data management and protection within the next 6 - 9 months.,Excellent,0
fidelityinternational.com,Finance,1,11855,Type: *** Discover Insider ***Event: Director Information Security of Fidelityinternational told us they were looking into 'Data Center Security.,Good,0
keepmoat.com,Construction,1,1693,Type: *** Discover Insider ***Event: Sr Manager of Keepmoat told us they were looking into ' Change in environment and existing system not suitable.,Excellent,0
moypark.com,Manufacturing,1,12000,Type: *** Discover Insider ***Event: Head Of Sustainability Risk Management of Moypark told us they were looking into 'Client Solutions within the next 6-12 Months.,Good,0
gooutdoors.co.uk,Retail,1,2427,"Date: 01/11/2023Type: partners_withEvent: GO Outdoors LTD partners with Mind.URL: https://www.mind.org.uk/news-campaigns/news/embrace-the-great-outdoors-this-national-stress-awareness-day-with-hats-on-for-mind/Date: 29/09/2023Type: LaunchesEvent: GO Outdoors LTD launches list of 10 walking routes for all abilities for you to try.URL: https://blog.gooutdoors.co.uk/10-pembrokeshire-coast-walking-routes/Date: 28/07/2023Type: Opens New LocationEvent: GO Outdoors LTD opened new location in United Kingdom on Aug 26th '23.URL: https://www.thetelegraphandargus.co.uk/news/23685323.go-outdoors-open-old-m-co-unit-ilkley-town-centre/?ref=rssDate: 28/07/2023Type: Opens New LocationEvent: GO Outdoors LTD opens new location in United Kingdom.URL: https://www.thetelegraphandargus.co.uk/news/23685323.go-outdoors-open-old-m-co-unit-ilkley-town-centre/?ref=rssDate: 24/04/2023Type: Opens New LocationEvent: GO Outdoors LTD opens new location in Jamestown, New York, United States.URL: https://www.halifaxcourier.co.uk/business/go-outdoors-well-known-high-street-retailer-opening-shop-in-halifax-town-centre-this-week-4116162",Excellent,5
interpublic.com,Holding Companies & Conglomerates,1,58400,"Type: *** Discover Insider ***Event: IT Director APAC of Interpublic, is interested in Conversational Geek: Azure Backup Best Practices - whitepaper in Singapore.",Good,0
millerhomes.co.uk,Construction,1,1000,Type: *** Discover Insider ***Event: IT Service Delivery Manager of Millerhomes told us they were looking into 'moving to cloud within the next 3 - 6 months.,Good,0
estee.com,,1,,"Type: *** Discover Insider ***Event: Chief Financial Officer of Estee, is interested in 2021 Modern Backup Buyers' Guide - whitepaper_en in United States.",Good,0
boots.co.uk,Manufacturing,1,14,Type: *** Discover Insider ***Event: Head Of HR of Boots told us they were looking into 'Digitalise HR and reduce the amount of paper.,Good,0
taylorwimpey.com,,1,,Type: *** Discover Insider ***Event: Director of Taylorwimpey told us they were looking into ' Backup/recovery performance unacceptable .,Good,0
uk.qbe.com,Insurance,1,312,Type: *** Discover Insider ***Event: Director of Uk told us they were looking into ' Change in environment and existing system not suitable.,Good,0
g-s.co.uk,Construction,1,125,Type: *** Discover Insider ***Event: Head Of IT Development of G S told us they were looking into 'Compliance or regulatory within the next 3 - 6 months.Date: 12/09/2023Type: HiresEvent: Graham + Sibbald hires Jennifer Doran as finance director.URL: https://www.scottishconstructionnow.com/articles/graham-sibbald-appoints-first-finance-directorDate: 23/08/2023Type: Partners WithEvent: CBRE Group partners with Graham + Sibbald.URL: https://www.pressandjournal.co.uk/fp/business/6076762/aberdeens-nintendo-hq-being-marketed-for-office-occupiers/Date: 01/02/2023Type: HiresEvent: Graham + Sibbald hires Alex Robb as director in Aberdeen office.URL: https://www.costar.com/article/219829059/graham-and-sibbald-adds-robb-to-aberdeen-team-as-expansion-continuesDate: 08/01/2023Type: HiresEvent: Graham + Sibbald hires James Williamson as Director.URL: https://www.g-s.co.uk/graham-sibbald-welcome-new-hotel-director/,Good,4
harpercollins.co.uk,Media & Internet,1,1000,Type: *** Discover Insider ***Event: It Support Manager of Harpercollins told us they were looking into 'Cloud within the next 6-12 Months.,Good,0
marsh.com,Insurance,1,45000,"Type: *** Discover Insider ***Event: Senior Vice President Global IT Portfolio Director of Marsh told us they were looking into 'data protection within the next 1-3 years.Date: 26/10/2023Type: LaunchesEvent: Marsh launches Japan JV broker targeting mid-to-large firms: report.URL: https://insuranceasianews.com/marsh-launches-japan-jv-broker-targeting-mid-to-large-firms-report/Date: 25/10/2023Type: Retires FromEvent: Teresa retired from Marsh as administrative assistant on Jan 1st '11.URL: https://www.legacy.com/us/obituaries/name/teresa-holland-obituary?id=53437578Date: 24/10/2023Type: LaunchesEvent: Marsh will launch Marsh Specialty global cyber practice on Jan 1st '24.URL: https://www.captiveinsurancetimes.com/captiveinsurancenews/industryarticle.php?article_id=8698&navigationaction=industrynews&newssection=industryDate: 23/10/2023Type: LeavesEvent: Zeb leaves Marsh as Client Development Leader, Financial Institutions, FINPRO, Marsh Specialty.URL: https://www.reinsurancene.ws/consilium-names-zeb-partner-in-its-professional-executive-risks-solutions-team/Date: 23/10/2023Type: LeavesEvent: Roxy leaves Marsh as Client Development Leader, Financial Institutions, FINPRO, Marsh Specialty.URL: https://insurance-edge.net/2023/10/23/job-moves-and-senior-hires-23-10-2023/",Excellent,5
dyson.com,Manufacturing,1,14000,Type: *** Discover Insider ***Event: Head Of Tax of Dyson told us they were looking into 'Data silos.,Good,0
enwl.co.uk,"Energy, Utilities & Waste",1,1922,Type: *** Discover Insider ***Event: Application Manager of Enwl told us they were looking into 'Services Client within the next 6-12 Months.,Excellent,0
uk.rsagroup.com,Insurance,1,12000,Type: *** Discover Insider ***Event: Director Information Technology of Uk told us they were looking into 'Data protection against Cyberthreats within the next 9 - 12 months.,Good,0
multiplex.global,Construction,1,5667,Type: *** Discover Insider ***Event: IT Technical Operations Manager of Multiplex told us they were looking into 'Hardware refresh within the next 6 - 9 months.,Good,0
marks-and-spencer.com,,1,,Type: *** Discover Insider ***Event: Manager of Marks And Spencer told us they were looking into ' Operational improvements.,Good,0
abrdn.com,Finance,1,5000,Date: 25/10/2023Type: sells_assets_toEvent: Tekla Capital Management LLC sold assets to Abrdn on Oct 26th '23.URL: https://stockhouse.com/news/press-releases/2023/10/27/tekla-capital-management-llc-announces-closing-of-transaction-with-abrdnDate: 15/10/2023Type: Sells Assets ToEvent: Abrdn sells assets to Patria Investments Ltd. in the amount of $72.7M.URL: https://www.marketwatch.com/story/abrdn-to-sell-european-private-equity-business-to-patria-investments-for-up-to-gbp100-mln-121b93b2Date: 10/10/2023Type: Sells Assets ToEvent: Abrdn sold assets to Panattoni in the amount of $185M on Jan 1st '23.URL: https://www.propertyweek.com/news/panattoni-acquires-150m-sittingbourne-site-for-logistics-development/5127121.articleDate: 08/10/2023Type: HiresEvent: Abrdn hired Amanda Young on Oct 9th '13.URL: https://www.fnlondon.com/articles/au-pairs-housekeepers-and-house-husbands-how-senior-women-made-it-work-20231009?mod=topic_newsDate: 02/10/2023Type: Sells Assets ToEvent: PATRIZIA Immobilien AG sold assets to Abrdn in the amount of $78.6M on Jan 1st '15.URL: https://www.placenorthwest.co.uk/delancey-leads-race-for-175000-sq-ft-manchester-office/,Good,5
ihsmarkit.com,Business Services,1,16000,Type: *** Discover Insider ***Event: Director Of Information Technology of Ihsmarkit told us they were looking into 'Unable to meet SLAs.Date: 15/12/2022Type: AcquiresEvent: Markit Ltd acquired GlobalSpec LLC for $135M on Jan 1st '12.URL: https://www.bizjournals.com/albany/news/2022/12/15/jeff-killeen-lake-george-obit.htmlDate: 07/12/2022Type: Partners WithEvent: Comyno Limited partners with Markit Ltd.URL: https://www.securitiesfinancetimes.com/securitieslendingnews/regulationarticle.php?article_id=222205&navigationaction=regulationnews&newssection=regulationDate: 07/12/2022Type: Is DevelopingEvent: Markit Ltd is developing IHS Markit SFTR reporting solution on Jan 1st '17.URL: https://www.securitiesfinancetimes.com/securitieslendingnews/regulationarticle.php?article_id=222751&navigationaction=regulationnews&newssection=regulation,Excellent,3
