Domains,Industry,Event Count,Discover - Overall Score
tcs.com,Computer and Technology,5,Booster activated
tcs.com,Information Technology,5,Booster activated
temenos.com,Computer and Technology,5,Booster activated
tr.com,Computer and Technology,0,Good
total.com,Energy,0,Good
ucb.com,Health Care,5,Excellent
unisys.com,Computer and Technology,5,Booster activated
unil.ch,Education,0,Good
unil.ch,Other,0,Good
wwf.ch,Non-profit Organizations,0,Good
edwards.com,Health Care,0,Excellent
bdo.ch,Legal Services,0,Excellent
engie.com,Other,5,Booster activated
nerospec.com,Manufacturing,0,Good
merchantwest.co.za,Finance,0,Good
grindtech.com,Manufacturing,0,Good
dewits.co.za,Retail,0,Good
pbsa.co.za,Information Technology,0,Good
carrickfs.com,Finance,0,Good
fsca.co.za,Finance,0,Good
hf.co.za ,Retail,0,Good
nupay.co.za,Finance,0,Good
vaaltoyota.co.za,Retail,0,Good
badgerholdings.co.za,Legal Services,0,Good
leatt.com,Entertainment,0,Good
ott.co.za,Manufacturing,0,Good
pharmadynamics.co.za,Health Care,0,Good
coronation.com,Legal Services,0,Good
sabiomedical.co.za,Wholesale ,0,Good
sunpac.co.za,Finance,0,Good
coidlink.co.za,Finance,0,Good
unitrade.co.za,Retail,0,Good
bogart.co.za,Retail,0,Good
marce.co.za,Manufacturing,0,Good
altfinsolutions.co.za,Finance,0,Good
auto-x.co.za,Manufacturing,0,Good
netstock.co,Information Technology,0,Good
liteman.co.za,Retail,0,Good
saflog.co.za,Information Technology,0,Good
brightrock.co.za,Finance,0,Good
cargocarriers.co.za,Information Technology,0,Excellent
furnmartgroup.com,Manufacturing,0,Good
udtrucks.co.za,Manufacturing,0,Good
ewastesa.co.za,Manufacturing,0,Good
kalideck.co.za,Manufacturing,0,Good
icecoldbodies.co.za,Information Technology,0,Good
bestmed.co.za,Legal Services,0,Good
ecs-sa.co.za,Manufacturing,0,Good
fsca.co.za,Finance,0,Good
grobank.co.za,Finance,0,Good
sybrin.co.za,Finance,0,Good
pgbiprojects.com,Manufacturing,0,Good
webuycars.co.za,Manufacturing,0,Good
sapc.za.org,Health Care,0,Good
koloksa.co.za,Retail,0,Good
a2x.co.za,Legal Services,0,Good
bankservafrica.com,Finance,0,Good
gcrratings.com,Finance,0,Good
hvt.co.za,Manufacturing,0,Good
merchantwest.co.za,Finance,0,Good
mimic.co.za,Manufacturing,0,Good
worksgroup.co.za,Retail,0,Good
brolink.co.za,Legal Services,0,Good
connected.co.za,Retail,0,Good
holb.co.za,Retail,0,Good
integrisure.co.za,Legal Services,0,Good
mineworkers.co.za,Legal Services,0,Good
rocket.com,Aviation,2,Excellent
teradata.com,Information Technology,5,Excellent
quantum.com,Information Technology,5,Excellent
orrick.com,Legal Services,5,Excellent
virginorbit.com,Aviation,0,Good
appfolio.com,Information Technology,5,Excellent
siltronic.com,Manufacturing,0,Good
blount.com,Retail,0,Good
paccar.com,Manufacturing,3,Excellent
macmiller.com,Real Estate,0,Excellent
10xgenomics.com,Other,1,Excellent
blueorigin.com,Aviation,5,Excellent
alliant.com,Finance,5,Excellent
icumed.com,Manufacturing,0,Excellent
tibco.com,Information Technology,5,Excellent
pennymacusa.com,Finance,0,Good
cambro.com,Other,0,Excellent
xperi.com,Retail,5,Excellent
zoox.com,Aviation,5,Excellent
gusto.com,Finance,1,Excellent
checkpoint.com,Information Technology,5,Excellent
lakesideindustries.com,Real Estate,0,Good
bankofhope.com,Finance,0,Good
uct.com,Manufacturing,0,Excellent
monolithicpower.com,Manufacturing,2,Booster activated
gmnameplate.com,Manufacturing,0,Good
bloomenergy.com,Other,0,Excellent
fico.com,Information Technology,5,Excellent
bhnetwork.com,Information Technology,0,Good
ah4r.com,Legal Services,2,Excellent
backcountry.com,Retail,5,Excellent
zoom.us,Information Technology,5,Booster activated
roblox.com,Information Technology,5,Booster activated
wafd.com,Finance,0,Good
archden.org,Non-profit Organizations,0,Good
powerschool.com,Education,4,Excellent
persistent.com,Information Technology,5,Excellent
quotient.com,Marketing,5,Booster activated
communitybridgesnh.org,Health Care,0,Good
serviceking.com,Retail,2,Excellent
luckybrand.com,Retail,1,Good
trueblueinc.com,Legal Services,0,Good
amnhealthcare.com,Legal Services,5,Good
pccstructurals.com,Aviation,0,Good
trinet.com,Legal Services,4,Excellent
transpak.com,Information Technology,0,Excellent
ctca-hope.com,Health Care,0,Good
rand.org,Other,5,Excellent
swcarpenters.org,Real Estate,0,Good
med.usc.edu,Health Care,0,Good
warriors.com,Retail,0,Good
cornerstone-staffing.com,Legal Services,0,Good
teleperformance.com,Legal Services,5,Excellent
pointb.com,Legal Services,2,Good
tcbk.com,Finance,0,Good
truecar.com,Information Technology,5,Booster activated
hashicorp.com,Information Technology,5,Excellent
modis.com,Information Technology,0,Excellent
stanfordchildrens.org,Health Care,1,Excellent
stanfordhealthcare.org,Health Care,5,Excellent
gates.com,Manufacturing,5,Excellent
discounttire.com,Aviation,2,Booster activated
healthcatalyst.com,Information Technology,5,Booster activated
topa.com,Other,0,Good
ableserve.com,Health Care,0,Booster activated
rms.com,Information Technology,1,Excellent
schn.com,Energy,0,Good
brightonbest.com,Retail,0,Good
boral.com.au,Retail,0,Booster activated
flexport.com,Information Technology,3,Excellent
hunterdouglas.com,Retail,5,Good
onpointcu.com,Finance,5,Excellent
huntingtonhospital.com,Health Care,0,Good
procasemanagement.com,Health Care,0,Excellent
ascentaerospace.com,Aviation,0,Good
laquintaresort.com,Information Technology,0,Good
sunflowerbank.com,Finance,0,Excellent
hexagonmining.com,Information Technology,0,Good
mgahomecare.com,Health Care,0,Good
kernmedical.com,Health Care,1,Good
crystalcreamery.com,Retail,0,Good
trueblue.com,Legal Services,5,Excellent
athensservices.com,Other,3,Excellent
gothiclandscape.com,Real Estate,0,Excellent
dcpmidstream.com,Energy,0,Excellent
bbqgalore.com,Retail,0,Good
sis.us,Other,0,Booster activated
ccurr.com,Legal Services,0,Good
accountcontrol.com,Finance,0,Good
qorvo.com,Manufacturing,5,Excellent
portofportland.com,Information Technology,0,Excellent
reverehealth.com,Health Care,0,Excellent
wlgore.com,Health Care,0,Good
hawaiianelectric.com,Energy,5,Booster activated
lesliespool.com,Retail,0,Booster activated
pharmaca.com,Health Care,0,Good
pieology.com,Food and Beverage,0,Good
yardi.com,Information Technology,5,Excellent
phoenixchildrens.org,Health Care,3,Booster activated
wested.org,Legal Services,4,Excellent
phoenixchildrens.com,Health Care,0,Good
swgas.com,Energy,0,Good
palaceentertainment.com,Health Care,0,Excellent
sofi.com,Finance,5,Excellent
mil.wa.gov,Government,0,Good
tiktok.com,Information Technology,0,Good
sweetgreen.com,Other,5,Excellent
rakuten.com,Information Technology,5,Excellent
10xgenomics.com,Health Care,1,Good
chipotle.com,Food and Beverage,5,Excellent
verifone.com,Finance,5,Excellent
asics.com,Retail,5,Good
pulsesecure.net,Information Technology,0,Excellent
vacasa.com,Information Technology,0,Good
tacobell.com,Other,5,Excellent
hilton.com,Health Care,5,Excellent
wasteconnections.com,Other,1,Excellent
ttmtech.com,Manufacturing,0,Good
newmont.com,Energy,5,Excellent
flextronics.com,Manufacturing,0,Good
securitasinc.com,Other,1,Booster activated
vailresorts.com,Information Technology,5,Excellent
infor.com,Information Technology,5,Excellent
teamcoco.com,Health Care,0,Good
bd.com,Health Care,5,Good
leoni.com,Manufacturing,1,Excellent
idemia.com,Information Technology,5,Excellent
ereinsure.com,Finance,0,Good
continental.com,Aviation,5,Excellent
boral.com,Retail,2,Excellent
synopsys.com,Information Technology,5,Booster activated
cushwake.com,Real Estate,0,Good
nxp.com,Manufacturing,5,Excellent
orica.com,Energy,2,Excellent
jcdecaux.com,Marketing,5,Excellent
finastra.com,Finance,5,Excellent
orbitalatk.com,Aviation,0,Good
nec.com,Information Technology,0,Good
infineon.com,Manufacturing,5,Good
zeiss.com,Health Care,5,Booster activated
associaonline.com,Real Estate,5,Excellent
drivetime.com,Aviation,1,Booster activated
boh.com,Finance,4,Excellent
zovio.com,Education,1,Excellent
aubergeresorts.com,Health Care,4,Excellent
kaiseraluminum.com,Energy,0,Excellent
nextiva.com,Information Technology,2,Excellent
mcmenamins.com,Retail,0,Excellent
lunagrill.com,Retail,1,Good
parkwestinc.com,Real Estate,0,Good
2k.com,Information Technology,5,Booster activated
shimmick.com,Real Estate,0,Good
yoshinoyaamerica.com,Retail,0,Good
viavisolutions.com,Information Technology,4,Booster activated
cooley.com,Legal Services,5,Excellent
alphamediausa.com,Marketing,0,Good
basised.com,Education,0,Good
zoominfo.com,Information Technology,5,Booster activated
fender.com,Marketing,5,Excellent
corsair.com,Information Technology,0,Good
etrade.com,Finance,1,Excellent
arrivia.com,Information Technology,0,Good
cathaybank.com,Finance,0,Excellent
janus.com,Finance,0,Good
recology.com,Other,0,Excellent
interiorlogicgroup.com,Other,1,Booster activated
seattletimes.com,Marketing,0,Booster activated
luckystrikeent.com,Health Care,0,Good
volt.com,Legal Services,2,Excellent
avhospital.org,Health Care,0,Good
fchenterprises.com,Retail,0,Excellent
kellymoore.com,Retail,0,Excellent
chobani.com,Retail,0,Booster activated
doterra.com,Health Care,5,Excellent
res-group.com,Other,3,Excellent
greendot.com,Finance,0,Excellent
allegiantair.com,Aviation,0,Excellent
astreya.com,Information Technology,2,Excellent
aruplab.com,Health Care,4,Excellent
crc.com,Energy,0,Good
niceincontact.com,Information Technology,0,Good
srk.com,Energy,1,Good
focusservices.com,Legal Services,0,Excellent
smartsheet.com,Information Technology,5,Excellent
leprinofoods.com,Retail,1,Excellent
empereon-constar.com,Legal Services,0,Good
dealersocket.com,Aviation,0,Excellent
polycom.com,Information Technology,1,Good
prudentialuniforms.com,Other,0,Booster activated
anaplan.com,Information Technology,5,Excellent
globaltranz.com,Information Technology,2,Excellent
sourcephotonics.com,Information Technology,0,Good
formfactor.com,Manufacturing,0,Excellent
calliduscloud.com,Information Technology,0,Good
microvention.com,Health Care,1,Excellent
icuracao.com,Retail,0,Good
xilinx.com,Manufacturing,5,Excellent
49ers.com,Retail,0,Excellent
coupang.com,Information Technology,0,Good
apllogistics.com,Information Technology,0,Excellent
diamondresorts.com,Health Care,0,Good
franserv.com,Legal Services,0,Good
romulusinc.com,Other,0,Excellent
gensler.com,Real Estate,5,Excellent
imi-precision.com,Manufacturing,0,Good
quidel.com,Health Care,1,Booster activated
thedoctors.com,Finance,1,Excellent
lcsnw.org,Non-profit Organizations,0,Good
mycts.org,Health Care,0,Booster activated
grangermedical.com,Health Care,0,Good
purple.com,Retail,0,Booster activated
partnershiphp.org,Finance,5,Good
houwelings.com,Retail,0,Good
control4.com,Retail,0,Excellent
tripactions.com,Information Technology,5,Excellent
rahisystems.com,Information Technology,0,Good
keeptruckin.com,Information Technology,0,Excellent
genesis-fs.com,Finance,0,Good
accuray.com,Health Care,5,Booster activated
hamiltoncompany.com,Other,4,Excellent
amsofusa.com,Other,0,Good
wilshirebank.com,Finance,0,Excellent
yescommunities.com,Real Estate,0,Excellent
intrepidpotash.com,Energy,2,Excellent
carollo.com,Other,0,Excellent
denverpost.com,Marketing,2,Good
sngoodwill.org,Non-profit Organizations,0,Good
pubmatic.com,Information Technology,0,Excellent
viega.us,Retail,0,Good
tivityhealth.com,Health Care,3,Excellent
schomp.com,Aviation,0,Excellent
lvcva.com,Information Technology,2,Excellent
vocera.com,Information Technology,0,Excellent
visiblescm.com,Information Technology,0,Good
iac.spb.ru,Government,0,Good
alfabank.ru,Finance,0,Good
ru.manpowergroup.com,Other,0,Good
stalcom.com,Other,0,Good
bureauveritas.com,Other,5,Excellent
rusal.com,Other,0,Good
vtbcapital.com,Finance,0,Good
volkswagen.ru,Other,0,Good
sanofi.com,Other,5,Excellent
inchcape.ru,Other,0,Good
lukoil.com,Energy,3,Good
airbridgecargo.com,Other,1,Excellent
rosbank.ru,Finance,0,Good
x5.ru,Retail,0,Good
linde.com,Other,5,Excellent
gazprom-neft.ru,Energy,0,Good
bridgestone.ru,Other,0,Good
severstal.com,Other,0,Excellent
sberbank.ru,Finance,0,Good
luxoft.com,Information Technology,5,Excellent
suek.ru,Other,0,Good
airbridgecargo.com,Finance,1,Excellent
rtrn.ru,Marketing,0,Good
rencap.com,Finance,1,Good
leroymerlin.ru,Retail,0,Good
bi.zone,Information Technology,0,Good
rt.ru,Information Technology,0,Good
megafon.ru,Information Technology,0,Good
courtyard.com,Health Care,0,Good
mechel.com,Other,0,Good
bauschhealth.com,Other,5,Excellent
moneks.ru,Retail,0,Good
ti.ru,Information Technology,0,Good
glonassunion.ru,Non-profit Organizations,0,Good
valeo.com,Other,5,Excellent
veropharm.ru,Other,0,Good
lenta.com,Other,0,Good
dmgmori.com,Other,0,Good
arcticspg.ru,Energy,0,Good
kpmg.ru,Finance,0,Good
lenta.com,Retail,0,Good
ru.imptob.com,Other,0,Good
alrosa.ru,Other,0,Good
avon.com,Other,5,Excellent
boeing.com,Manufacturing,5,Good
westpac.com.au,Finance,2,Excellent
arnotts.com,Food and Beverage,5,Good
fonterra.com,Food and Beverage,4,Excellent
fusion5.com.au,Information Technology,0,Good
capgemini.com,Information Technology,5,Excellent
myob.com,Information Technology,1,Excellent
navico.com,Information Technology,1,Excellent
racq.com.au,Finance,0,Excellent
csiro.au,Other,5,Excellent
microsoft.com,Information Technology,5,Excellent
data3.com.au,Information Technology,0,Good
woolworths.com.au,Retail,0,Good
bmw.com,Manufacturing,5,Good
nandos.com.au,Food and Beverage,0,Good
optus.com.au,Information Technology,1,Good
ericsson.com,Information Technology,5,Booster activated
health.gov.au,Government,0,Good
macquarie.com,Finance,5,Excellent
rabobank.com,Finance,5,Excellent
aig.com,Legal Services,5,Excellent
newscorp.com,Other,0,Booster activated
computershare.com.au,Finance,0,Good
tal.com.au,Legal Services,0,Good
evolutionmining.com.au,Other,0,Good
hclisd.com,Information Technology,0,Good
cubic.com,Information Technology,5,Booster activated
linkgroup.com,Finance,2,Excellent
newcrest.com,Other,0,Excellent
wipro.com,Other,5,Excellent
jll.com,Other,5,Booster activated
riotinto.com,Other,5,Excellent
wescef.com.au,Chemicals,0,Good
health.nsw.gov.au,Health Care,0,Good
rac.com.au,Other,0,Good
pepsico.com,Food and Beverage,5,Booster activated
chisholm.edu.au,Education,1,Excellent
cbussuper.com.au,Finance,0,Good
officeworks.com.au,Retail,0,Excellent
qantas.com.au,Other,0,Good
johnholland.com.au,Engineering,0,Good
qbe.com,Legal Services,3,Excellent
ausnetservices.com.au,Other,2,Good
fujitsu.com,Information Technology,5,Excellent
fonterra.com,Other,4,Excellent
hclisd.com,Other,0,Good
qsuper.qld.gov.au,Finance,0,Good
fiserv.com,Information Technology,5,Excellent
boeing.com,Other,5,Good
qantasloyalty.com,Other,0,Good
hcl.com,Information Technology,5,Excellent
arnotts.com,Other,5,Good
endeavourenergy.com.au,Other,0,Booster activated
aurecongroup.com,Other,5,Excellent
wipro.com,Information Technology,5,Excellent
lge.com,Energy,0,Good
worldline.com,Information Technology,5,Excellent
leidos.com,Information Technology,5,Excellent
bluescope.com,Engineering,0,Excellent
tafesa.edu.au,Education,0,Good
nab.com.au,Finance,5,Excellent
unimelb.edu.au,Education,5,Excellent
atlassian.com,Information Technology,5,Excellent
ahpra.gov.au,Government,0,Good
auspost.com.au,Retail,1,Excellent
clough.com.au,Engineering,0,Good
westpac.co.nz,Finance,0,Good
asb.co.nz,Finance,1,Excellent
ghd.com,Engineering,0,Good
bnz.co.nz,Finance,0,Good
2degreesmobile.co.nz,Information Technology,0,Good
accesshc.org.au,Health Care,0,Good
act.gov.au,Government,5,Excellent
aia.com.au,Legal Services,0,Good
amcor.com,Information Technology,5,Excellent
ampcapital.com,Finance,0,Good
aon.com,Finance,5,Excellent
apa.com.au,Other,0,Good
arcadis.com,Engineering,5,Excellent
asc.com.au,Other,0,Good
asic.gov.au,Government,0,Good
aurizon.com.au,Information Technology,0,Good
acu.edu.au,Education,0,Good
aec.gov.au,Government,0,Good
ato.gov.au,Government,5,Good
australiansuper.com,Finance,0,Good
avanade.com,Information Technology,5,Excellent
baptcare.org.au,Non-profit Organizations,3,Excellent
baptistcare.org.au,Health Care,0,Good
cbh.com.au,Information Technology,0,Good
challenger.com.au,Finance,1,Excellent
chevron.com,Energy,5,Good
citywide.com.au,Other,0,Good
casa.gov.au,Other,3,Good
cochlear.com,Other,3,Excellent
cottonon.com.au,Retail,0,Good
csr.com.au,Engineering,0,Good
cummins.com,Manufacturing,5,Excellent
dws.com.au,Information Technology,0,Excellent
energyaustralia.com.au,Other,2,Excellent
epworth.org.au,Health Care,0,Good
essentialenergy.com.au,Other,2,Good
fbu.com,Engineering,0,Good
flinders.edu.au,Education,0,Good
georgesriver.nsw.gov.au,Government,0,Good
gmhba.com.au,Legal Services,0,Good
goodstart.org.au,Education,0,Good
gww.com.au,Other,0,Good
grilld.com.au,Other,0,Excellent
hansencx.com,Information Technology,5,Good
healius.com.au,Health Care,0,Good
healthscope.com.au,Health Care,0,Good
hearing.com.au,Health Care,0,Good
intergen.co.nz,Information Technology,0,Good
ixom.com,Manufacturing,0,Good
jbhifi.com.au,Energy,1,Excellent
jemena.com.au,Other,0,Good
kubota-global.net,Manufacturing,0,Good
leicabiosystems.com,Other,0,Excellent
maxitrans.com.au,Information Technology,0,Good
mecca.com.au,Retail,0,Good
medibank.com.au,Legal Services,2,Good
megaport.com,Information Technology,0,Good
michaelhill.com.au,Retail,0,Good
minterellison.com,Other,0,Excellent
nandos.com.au,Other,0,Good
neaminational.org.au,Health Care,0,Excellent
newcrest.com.au,Other,0,Good
northernbeaches.nsw.gov.au,Government,0,Good
justicehealth.nsw.gov.au,Health Care,0,Good
objective.com,Information Technology,0,Excellent
pwc.com.au,Engineering,0,Good
rema-tiptop.com.au,Other,0,Good
rba.gov.au,Finance,1,Excellent
resmed.com.au,Other,0,Excellent
seqwater.com.au,Other,1,Excellent
shell.com,Energy,5,Excellent
tabcorp.com.au,Entertainment,0,Good
technologyonecorp.com,Information Technology,0,Excellent
toaglobal.com,Other,0,Excellent
toyota.com,Finance,5,Excellent
tpgtelecom.com.au,Information Technology,0,Good
unitywater.com,Other,0,Good
vic.gov.au,Government,0,Good
virginaustralia.com,Other,5,Excellent
vitagroup.com.au,Information Technology,0,Excellent
